sample_HFS166	sample_HFS167	sample_HFS168	sample_HFS169	sample_HFS170	sample_HFS207	sample_HFS208	sample_HFS209	sample_HFS210	sample_HFS223	sample_HFS224	sample_HFS225	sample_HFS226	sample_HFS227	sample_HFS268	sample_HFS269	sample_HFS270	sample_HFS271	sample_HFS272	sample_HFS318	sample_HFS319	sample_HFS320	sample_HFS321	sample_HFS322
ACAD10	47.70113	53.90293	53.44025	62.92041	57.26309	65.75466	88.89534	63.0321000013876	54.50538	54.1252	60.31945	44.97631	77.7099	86.3128	67.587495	54.19115	66.47058	50.532064	47.60413	75.4576	57.6325	64.5311	70.716600149824	59.60342
ACAD11	12.1815	26.2227	25.1595	22.357	13.4887	14.1995	25.5154	25.0576	15.7644	27.6128	35.0992	41.2474	45.1391	33.3776	13.2875	12.2375	24.005	14.0875	19.4478	12.2631	12.3181	18.0065	16.9801	13.8093
ACAD8	20.3826	18.472	23.9616	26.9586	23.8147	30.3374	31.3759	31.2644	22.3412	41.09	30.0242	36.5563	25.8244	25.3566	34.099	23.6589	38.2677	40.5922	40.659	31.349	26.4468	28.8924	39.1793	33.7319
ACAD9	92.8773	73.6048	162.453	105.163	92.6763	85.626	74.8689	71.3231	64.2997	78.6261	74.5002	56.9958	71.6882	76.5527	70.2922	66.5636	100.633	111.931	95.9823	56.124	62.0051	70.5166	88.8798	71.9
ACADL	150.283	137.024	124.248	140.902	138.671	215.754	193.568	124.457	216.007	151.802	212.036	176.769	202.956	174.138	154.761	153.761	157.31	197.023	199.908	146.374	204.605	232.394	141.324	166.275
ACADM	354.57	252.345	199.311	247.999	265.523	404.71	407.317	325.959	485.042	418.29	376.067	360.156	341.152	333.85	301.598	242.898	201.312	274.401	397.329	356.744	331.907	341.257	226.666	260.509
ACADS	76.6372	88.8843	97.2839	119.758	90.2461	98.2393	74.4284	97.9546	100.447	108.576	103.625	91.6092	119.53	107.627	136.409	87.8768	182.434	105.023	132.578	85.0462	87.279	112.069	117.226	118.26
ACADSB	49.7533	52.7206	56.6498	68.0446	52.6032	67.5874	63.5266	62.6109	52.854	63.7447	53.6322	40.5812	50.8445	51.4317	80.6127	36.4284	62.9698	77.6763	50.3453	43.2596	81.8898	136.115	56.4012	58.2528
ACADVL	695.304	718.008	564.228	628.715	687.239	860.85	969.074	782.238	1040.84	865.772	834.471	861.153	891.479	818.771	856.393	787.562	884.995	1010.5	1041.63	770.801	796.366	777.616	898.954	846.256
ACAN	0.0142037	0.0123457	0.026304	0.033634	0	0	0	0	0	0.0170782	0.0188918	0	0	0	0	0.0147884	0.0296187	0	0.0251683	0	0.07407760217971	0.0156446	0.0166884	0.0618216
ACAP1	5.23611	7.05003	8.4764	8.87276	5.83904	6.23909	5.71757	5.60172	5.47473	6.03551	4.20731	7.36799	5.35255	5.52214	8.93611	6.23127	7.53777	6.46098	6.13905	7.74996	4.50736	5.94429	9.92769	5.5779
ACAP2	3.836162	4.4087864	3.50427	4.112857	4.275882	4.4039674	3.7787460842108	4.63998211	3.894388	4.546966	4.02261506858	3.795967	3.8815793597493	4.746205964	4.6160069	2.228883	2.7134327	3.8323718	2.245429	3.370854	4.291665	3.499445	3.602388	3.5516472488
ACAP3	28.3988	26.0412	40.137	38.8084	39.7225	19.0427	18.7282	27.441	19.8069	20.7017	18.4891	24.9672	23.2892	19.9219	30.9735	23.1235	35.9642	26.1969	21.064	23.4397	18.4496	24.214	22.5911	25.4767
ACAT1	128.801	107.249	221.345	135.01	167.663	98.494	84.7162	65.3737	134.228	84.3516	103.629	77.1174	100.005	86.5276	78.9333	78.1627	91.0249	100.037	70.0129	112.311	130.669	101.663	100.736	83.6074
ACBD3	10.5685	12.6924	13.877	12.9827	11.1733	12.8459	14.3898	12.3208	16.4925	13.2204	13.5092	14.9633	12.8795	13.3817	15.4156	11.942	11.3067	13.4573	12.3249	10.4117	10.4931	13.0541	10.8323	12.329
ACBD4	34.53981	23.949983	36.383020139601	55.81571	57.2557	43.74089	39.35607	58.93779	45.58654	51.58837	45.62399	41.518445	60.860819	48.3832	78.31021	64.02554	72.0192	81.11614	78.320562	42.546365	43.44106	49.58397	64.78509	86.8495
ACBD5	64.5067095	58.6122111	43.23366686	49.3939815	62.0051054	62.3809863	64.7679789	54.748912	83.344162	69.2683719	64.0517465	73.043381	64.5837673	68.319251	48.494315	26.3292819	42.3701849	58.009666	52.648899	101.590993	76.8027106	75.0074957	36.263257	52.7971273
ACBD6	15.8762	11.5701	24.7528	30.3509	39.7486	16.3867	13.5251	24.5918	14.7411	31.3863	12.1682	14.2365	22.6427	20.849	18.1467	16.7232	21.4525	16.1283	17.9728	14.5378	13.7152	19.1228	14.5984	23.9087
ACCS	0.517043	0.505647	0.417118	0.201091	0.69819	0.663476	0	0.546078	0.420831	0.236423	0.0756817	0.39713	0.0820757	0.309372	0.119167	0.295538	0.505511	0.286904	0.400572	0.6837665	0.393485	0.187431	0.334105	0.246967
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACD	5.16596	6.65504	7.769685	5.6247	8.20788	4.739932	5.084093	4.775438	5.26707	6.2914470552444	7.251625	7.80767	6.98104	4.191676	8.846399	9.5258414	8.104224	9.496654	8.613103	5.67767	6.6679767	7.8159780472308	10.90021	10.110437
ACE	1.950009	1.145415	0.444645	1.030066	1.105558	3.42357	1.457277	0.91215	2.243877	4.54509	3.034052	1.647447	1.764376	1.580184	1.722531	0.966655	2.445661	0.7400552	1.750069	4.67028	2.364718	4.0912	2.000372	2.777146
ACE2	0	0.0791411	0	0	0	0.127322	0	0	0.0986923	0.0965879	0	0.055895	0.115693	0.0544441	0	0.0416675	0	0.0809056	0	0.0343399	0	0.0881146	0	0
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	5.63913	3.89268	2.05266	2.99687	2.51416	4.52869	6.16374	3.06395	6.82009	5.77991	5.04947	6.43761	3.55758	4.15379	3.2762	2.79519	3.82863	4.16357	3.30537	6.35453	4.96598	5.80213	4.09454	3.15523
ACER3	12.5961	14.377100300185	10.1636113649	12.3060137	8.58698	14.8139	12.237	10.322398	10.3796	15.8762	15.3238	10.4779	13.5117	12.5273	15.84200552	5.61732	11.1825	16.208	14.731	14.402100257249	18.7739000577857	13.1802	9.35207	10.5907
ACHE	0.995093	1.250966	12.5251	11.432307	1.0196600798275	1.58453	0.490992	1.21171	1.12335	2.278367	1.249412	3.87574	1.24297	1.329293	7.76743	3.9901491	2.384974	2.985	2.1679689	2.769509	2.336152	3.49199	3.1727300661368	2.29606
ACIN1	27.71587	26.53864	31.38273	29.6750200644735	28.27356	28.88357	26.02779	27.304033	26.693753	36.32491	25.66424	36.10099	35.16972	29.416441	35.701351	28.316457	30.26021	29.50665	25.051999	28.555127243334	27.023209	26.991919	38.950685	27.64213
ACKR1	2.26451	0.218759	1.15391	1.94519	1.72221	0.471156	1.5037	1.17733	1.37025	0.268646	1.32613	1.24032	0.95665	0.452521	1.27241	2.40969	0.445433	1.22508	0.890436	0.956129	1.09499	0.969272	0.780076	0.239568
ACKR2	3.03862	1.41522	2.09336	0.560285	0.531222	1.31967	2.29535	0.609895	1.18078	0.462834	1.14387	1.6036	0.688075	0.520186	1.69756	0.594345	1.25581	0.192297	2.0167	1.89392	0.283308	1.15086	0.448658	0.620545
ACKR3	5.11272	2.71801	3.4663	3.64166	2.45665	1.6958	1.20948	2.55739	3.72414	3.39448	3.80635	3.57795	1.16208	1.762	4.28528	3.396086	3.2404	3.226331	4.14436	3.00286	1.86051	3.24155	2.93684	2.33456
ACKR4	0.690965	1.37304	1.45193	1.2243	0.38682	0.369145	1.36176	1.48008	2.7908	0.841309	1.38721	0.971965	0.500849	1.18251	0.72693	0.901394	1.05777	0.787458	1.83458	2.02041	1.03064	1.99964	0.306089	1.22359
ACLY	5.50149	7.11687	6.16632	15.92769	33.1575	5.42722	4.318645	4.501512	3.96747000392843	4.8437	6.0122	5.58095	5.80705	5.171900167933	9.56236	5.04695	5.52533	8.12555	6.006562	5.77382	5.2988	5.00351	6.86815	6.7838429516
ACMSD	313.302	243.448	276.502	273.516	278.489	258.283	267.519	235.515	277.443	345.938	339.26	365.88	309.946	259.094	239	158.507	227.342	228.309	247.476	291.305	282.636	268.343	268.977	228.368
ACO1	189.08	156.593	162.124	145.933	163.522	144.135	141.084	145.604	127.295	166.408	185.754	191.885	171.714	166.322	180.51	118.238	147.018	154.682	157.762	192.187	136.616	160.495	163.38	120.897
ACO2	314.943	229.66200000392	198.9139	214.841	219.46000260139	216.842	234.955	213.5514	240.518	262.51200465287	278.361000627176	283.01800000093	246.89141401	231.0013752	270.17111	279.1382	373.5311	313.770000105824	358.17426494	278.806	307.75100615004	287.278337	316.77991	382.1003
ACOD1	0	0	0.339071	0.0953135	0.180653	0	0	0	0	0	0	0	0.116924	0	0	0	0.082472	0	0.0815672	0.139638	0	0	0	0
ACOT11	7.58043	6.881448	10.67138	11.3075	10.7046	6.70458	7.3709	2.4787	6.8215	18.1246	11.110537	13.581944	12.302297	15.438733	9.088199	7.216959	6.8572	14.5906	8.70905	9.223066	5.53459	2.776491	10.59596	2.254
ACOT12	104.704	139.054	119.813996	118.99	150.733	150.31494	182.86263	98.8354	137.285	200.477	194.25976	178.512	171.81946	163.513	164.48519	72.760826	93.8308	145.031	167.484	96.9603	93.3468	140.38379	103.316016	113.115
ACOT13	174.063	159.967	181.178	169.459	158.442	127.705	131.1	118.015	137.818	145.8	140.031	170.207	167.587	130.544	176.013	126.519	137.374	118.603	143.917	127.22	188.287	144.832	164.142	124.544
ACOT6	18.218	27.51136	24.35159	44.7061	54.56795	28.565583	25.86742	36.10808	37.05426	30.16251	31.87675	34.42332	38.91026	37.04741	41.05109	48.883	49.85995	28.06522	47.74599	33.03913	35.77578	43.8138	35.0284	47.67084
ACOT7	9.57236	7.42437	10.5299	7.86075	12.7842	10.877	15.8823	14.867	12.1405	19.4891	17.3649	16.1679	13.8113	16.2993	26.9594	32.6583	31.4771	27.4574	29.5702	18.4179	15.8403	12.678	10.9618	23.183
ACOT8	35.8438	31.1629	36.0892	40.087	29.7562	32.3513	51.4594	41.7894	40.5269	42.1865	84.6369	45.5765	76.6656	44.21	44.7775	46.0016	51.8562	47.005	50.4389	37.0482	42.2628	43.3438	44.8125	56.7278
ACOX1	360.74173	408.6932	242.68055	376.59295	308.677795	331.73156	434.50273	348.79432	367.870243	672.484	560.083	561.67117	620.78905	705.80052	442.13626	287.72211	386.30229	476.616488	489.58698	381.79398	363.20915	393.78875	499.31422	296.764061
ACOX2	158.02035418	158.56278326	159.6801682	179.14022	174.5601469342	146.135320007988	195.25116775238	131.472287	152.050300003181	154.108590000963	169.7962	154.05206	152.61231	175.92377509	180.095913	145.63506	183.11542	189.6384	203.553158	159.303170097584	135.88062542949	163.428277	164.62019	208.53444
ACOX3	38.470332	40.640004	51.733385	56.0162259	57.0183499	33.0117703	48.000812	36.850661	49.827916	38.5761719	47.679671	39.036626	50.631589	54.4427311	48.4199792	53.77637	67.509728	54.088339	59.099065	43.5708354	34.681934	56.49616	47.8102253	59.5789877
ACOXL	0.0708848	0.0308077	0	0	0.0348796	0.0990766	0	0.133296	0	0	0	0.173993	0.0450527	0.0423752	0	0.064911	0.0646385	0.0630209	0	0	0.0308152	0.068646	0	0.0678247
ACP1	79.705914	74.82054	67.77669	61.58539	75.50664	73.47737	97.680487	77.7793	84.14269	109.27752	91.799956	88.67929	91.79445	92.39297	98.5703	81.92073	77.80793	106.71795	91.559133	75.26201	103.85546	79.05656	103.59704	67.57171
ACP2	18.23169	13.47324	25.53628	21.897	22.28444	13.4543	19.39892	17.84424	15.8034	16.831153	19.069377	19.99208	18.27683	12.52726	23.33339	18.32781	26.0528	21.67235	18.42024	21.69021	20.41044	17.89837	18.83851	20.445096
ACP3	51.4226	15.6515	28.8735	20.7978	32.5661	39.1433	41.5472	41.9174	29.0297	26.0536	30.865	34.3713	38.6804	48.7711	42.1049	31.7571	19.4869	23.6727	19.1485	41.6234	32.9899	29.9497	24.2451	26.5098
ACP4	0	0.164124	0.781291	0.683247	0.185011	0.61762	0.173639	0.884804	0.820956	0.502656	0.994907	0.348483	0.838285	0.339198	0.956009	0.603504	1.01296	0	0.250638	0.0715298	0.574894	0.45541	0.975721	1.35043
ACP5	200.21	177.617	190.263	165.929	190.823	110.802	127.329	138.385	148.311	120.068	126.459	133.642	108.71	113.916	111.85	86.3615	119.939	78.5715	29.2452	100.279	129.167	102.942	109.838	95.3586
ACP6	8.65867	8.552806	12.281164	13.42788	15.402878	11.9108	10.052692	12.630434	13.7132986	12.193469	15.493276	15.181022	12.86824	14.1096	39.732994	19.22966	35.3847	27.09544	32.557	30.475368	44.105101	35.116515	28.839074	26.704283
ACP7	0	0.201534	0.213513	0.480263	0.379112	0	0.0710892	0.217498	0.0839247	0	0.0904934	0.0950215	0.294281	0	0.28481	0.353167	0.625457	0.4114	0	0	0.0672207	0	0	0.0737714
ACR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0872723	0	0	0	0	0
ACRBP	0.0632421	0	0.349891	0.262399	0.372687	0.354097	0.0581883	0.237505	0.960767	0.268748	0.51839	0.388575	0	0.227035	0.116614	0	0.742801	0.280759	0.167989	0.525637	0.330022	7.76479	1.96159	0.12084
ACRV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACSBG1	0.878348	0.610804	0.446189	0.639008	0.259163	0.614113	0.202084	1.15568	0.476018	0.88512	0.719928	1.07841	0.50229	0.525219	1.17521	1.56785	1.23797	2.26371	2.06144	1.52372	1.64207	1.40277	1.18073	0.504024
ACSF2	3.85313	1.6983	5.30846	5.01458	0.746704	1.72105	2.54683	3.87417	12.9489	9.16056	4.06701	2.73313	3.65391	0.908925	19.321	18.5212	5.65547	55.4366	2.97954	4.13812	60.6454	8.24165	3.14233	1.40058
ACSF3	24.1316	26.2398	31.7171	30.4075	32.2533	22.826	23.4283	26.2095	27.2105	12.7991	25.2545	28.7601	28.5879	25.6884	35.3174	30.8281	43.882	33.3859	34.9153	21.9351	27.5934	38.8853	39.9434	39.7327
ACSL1	165.745475	222.7539	181.56413	275.614500109924	292.5628	195.72875	200.374150002207	156.6826	222.77025	244.3125	291.99957601738	287.49431	358.4697665	392.605800004323	211.77407372	164.09880806978	208.53916	221.7326716699	217.099050782	264.54123	171.4892	192.04469	217.716130008749	225.2094
ACSL3	9.22275	10.3962	9.67136	10.9865	15.4296	7.46913	7.04895	7.84535	9.00139	8.56538	7.28812	7.15844	8.20309	8.5713	11.9142	7.49147	8.92375	10.8666	13.7405	7.34174	9.18008	7.19692	8.0233	8.67003
ACSL4	16.258707	115.33458	82.35149	125.17114	71.80404	40.9989	78.80661	60.74904	87.06882	63.78899	39.91498	47.06872	65.58488	56.4167	11.451334	26.38957	9.9682833532	10.225545	35.88243	44.8726	21.55096	82.77207	14.00748107593	18.363252333296
ACSL5	409.51145	419.75448	458.92176	517.6754	537.43263	520.06569	658.3687	411.12179	546.0391	543.61191	597.7943	577.2376	590.20901	525.9666	509.88098	340.87402	390.44664	547.41119	698.68686	479.94016	560.48748	498.93934	566.3404	489.487183
ACSL6	1.374284	0.777383	0.55571512508	0.270845	0.392214	0.554894	0.54747	0.606537	0.68644	0.86231	0.973778	0.855611	0.456312	0.5938611	0.973756	1.0207187	0.690488100667107	2.276123188	1.4314237	1.363053	2.275888	1.156857	0.973175507230309	1.1607580777777
ACSM1	189.714	78.2201	53.101	128.231	144.606	223.19	287.115	215.9	196.209	210.362	136.383	201.113	169.853	214.576	370.108	267.089	450.302	569.46	417.134	426.552	378.194	390.33	454.549	342.815
ACSM3	11.8092	10.2656	5.79572	15.937	4.4897	33.9493	24.7685	19.6111	23.2181	26.1039	22.9729	37.2158	14.4329	17.2465	29.0334	18.6978	27.7039	22.9995	32.324	20.7246	20.9834	23.815	15.0321	36.2724
ACSM4	0	0	0	0.0686177	0	0	0	0	0	0	0	0	0	0	0	0	0.119454	0	0	0	0	0	0	0
ACSM5	217.545	213.735	288.359	296.299	338.348	244.286	343.205	198.617	255.427	181.33	392.434	278.884	361.583	399.703	303.59	268.131	343.786	314.094	332	99.4531	246.772	316.617	362.877	306.885
ACSM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140132	0	0	0	0.152547	0	0
ACSS1	97.7152	83.7328	87.0005	85.1782	101.829	102.907	101.381	81.8313	94.5186	100.781	96.1349	85.4191	99.3818	107.108	109.188	109.124	47.7006	112.581	87.753	102.422	70.7814	99.1942	138.901	86.9212
ACSS2	3.28444	5.62587	4.16785	4.65727	3.64508	4.70991	3.34907	3.30062	5.37115	4.87983	6.29629	3.55621	3.88892	3.73403	5.82668	7.54967	8.78903	4.43804	4.33538	5.28879	5.51509	6.79933	4.69524	4.28339
ACSS3	47.6739	28.3367	26.0356	33.4511	36.0029	36.8433	50.6596	44.4954	56.2514	61.6061	89.2685	84.0372	90.7732	52.6713	69.6943	31.0826	84.0643	83.2529	78.3645	72.9584	89.1366	65.1232	53.939	71.9624
ACTA1	5.11641	8.89558	45.8132	39.9895	35.9585	8.29045	43.3311	36.3579	39.4636	52.8074	10.9256	62.9907	53.8717	43.8646	44.7896	41.1303	20.3809	19.7633	7.527	7.39896	15.5769	96.4555	94.4316	81.3912
ACTA2	8.74196	4.83623	3.81876	4.29411	5.36757	4.04305	1.05589	6.29257	6.90932	8.45985	3.92957	15.1002	3.5856	5.81624	8.051	81.9638	3.08584	7.98758	3.36092	9.09516	7.5286	13.7231	5.56807	8.08774
ACTB	935.537	922.724	1230.99	1091.91	1110.78	629.664	817.491	930.993	772.375	1054.46	1311.68	1092.85	929.404	1010.35	1374.59	1024.97	1089.32	1149.47	1123.01	968.757	1141.73	989.18	1021.33	1214.38
ACTBL2	0	0	0	0	0	0	0	0	0	0.364367	0	0	0.144363	0	0	0	0	0	0	0	0	0	0	0
ACTC1	17.56899	15.73071	5.04400589597	8.46933	8.36876999548119	13.3785766775	5.660502511126	8.190467268	9.21631000583819	71.78381	21.6292000026968	6.97803	10.259687476	12.07676	8.95717	11.32890228803	29.49206	29.0453854	25.468179366	30.5065716	137.599	72.7975	81.0958	106.06964
ACTG1	35.8777	39.4905	50.6396	34.9355	36.6585	28.2025	25.3218	28.0236	38.2494	41.1233	52.9016	75.8212	31.6	28.8722	66.5656	84.4212	34.1245	65.1625	44.8435	43.49	81.4943	49.6901	43.5899	58.5976
ACTG2	1.74544	0.535571	4.43483	3.07631	2.81568	0.288037	0	0.865799	0.670052	0	0.240489	0.758385	0.130223	0.24603	0.755991	34.6848	0.457844	0.272976	0.545187	0.778638	0.80406	0.396083	0.636744	0.587287
ACTL10	0.0398795	0	0	0.0414637	0.0392338	0	0	0	0	0	0.186779	0	0	0	0.0736102	0.0365115	0.0363115	0.0354478	0	0	0.0346749	0.0386094	0.082477	0.0381486
ACTL6A	16.5822	15.9867	15.4152	15.0577	17.4253	16.2941	19.0861	11.5905	17.8075	20.1441	22.2715	19.9081	20.3501	19.7585	18.9472	14.4756	17.1857	18.1704	19.8278	14.6285	15.8754	15.116	13.649	15.0788
ACTL6B	0.935397	0.250201	0.198897	0.223712	0.494389	0.403059	0.397182	0.135049	0.234359	0.0764951	0.505555	0.619188	0.274061	0.25838	0.265255	0.460488	0.25929	0.702464	1.08295	0.652939	1.25174	0.695249	0.297554	0.755814
ACTL7A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0.123973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTMAP	3.41316	6.08901	10.60767	10.1204	11.98606	5.79839	4.89875	7.94513	5.57391	7.38183	9.74091	5.95721	5.7207969417	6.86277	9.63335	5.206238	7.08086	9.24903	9.815563	5.55046	4.26235	8.86584	5.57542	11.92711
ACTN1	6.76704	4.0424	2.965815	3.592254	2.902091	2.362956	1.529836	2.767906	3.44847	3.23247	3.782119	4.918028	1.62988	2.11794	2.686065	6.55328	2.54566	2.236183	2.16174	4.484799	3.6263	4.951967	3.300696	3.002237
ACTN2	1.33929	1.0902000433783	2.20333	2.48021	2.26176	1.20744	2.27003	1.720235	2.41617	6.75282	1.66763	2.9202410161817	3.541657	2.337323	2.51337	2.53229	2.025667	2.64781	1.75146	2.36807	7.9649	8.65414	8.90999	9.64902
ACTN3	0	0	0.260048	1.04514	0.0791151	0.112431	0.296049	0.302375	0.217867	0.213198	0.188325	0.345517	0.204418	0.288492	0.890621	0.515384	0.219648	0.0714813	0.106839	0.0909518	0.034962	0.583922	1.12265	0.384637
ACTN4	62.5254322	60.33677209	52.0114857	46.13442204	53.922506	51.2717518	51.9915195	61.83603	56.31095	75.9604564	72.5162	85.3367226	70.23134838	71.397839	76.8210043468	66.0830247	58.1529638	71.66651051	61.8369549	64.34844	64.2411095	64.0302345	75.9407763	62.17314627
ACTR10	29.3299	31.8713	27.1558	28.4277	24.6276	34.2348	29.3467	25.4625	34.2308	29.7432	36.0282	33.274	30.0361	25.6999	27.0963	24.6686	18.9093	30.6548	23.7571	24.9888	32.2857	21.3962	22.7412	19.2696
ACTR1A	27.2924	26.0926	28.3631	27.3343	25.2335	24.2048	34.1916	29.2715	36.22	37.9086	31.3465	40.7346	34.178	32.7794	30.1074	33.9033	25.5057	32.7019	30.9166	25.8656	34.8117	34.5708	39.9092	32.4331
ACTR1B	62.5842	37.4959	30.6276	41.2992	39.2916	68.5045	79.857	75.1013	95.7613	51.0909	43.2162	66.8326	54.2841	53.0022	60.6508	66.473	44.1776	44.8064	43.3071	44.5763	50.2952	60.9445	55.2636	52.3158
ACTR2	29.5188	28.3017	18.654959	23.232739	22.1152	24.1945	25.473329	22.672238	31.6326	24.855233	26.390713	31.1154	27.5284	28.948	25.995	16.251407	12.164658	24.016611	19.270504	29.35327	25.43952	25.7344	17.9183	21.123649
ACTR3	55.3733	48.9422	42.3703	44.8185	49.019	50.8565	53.5322	45.696	73.1221	59.4508	70.0501	70.0121	57.0521	60.4553	46.2843	35.3535	30.7319	48.7148	45.0279	55.7602	58.3184	58.1927	29.4672	37.9451
ACTR5	11.00304	5.73587	8.20974	6.675691	8.696822	6.26042	8.09239	7.0869	6.656313	8.026911	7.67723	6.64505	10.24833	6.8317	8.863826	8.57359	9.462333	8.59616	10.4578	11.74689	8.223906	7.41648	9.542823	7.828484
ACTR6	10.0531	8.53577	8.51887	8.49193	7.23566	10.1969	11.1326	5.98293	9.00371	8.44161	12.9354	15.2952	9.65123	6.8533	8.03092	8.07374	5.65938	12.6654	9.26413	9.844	7.98055	8.64792	6.10364	7.98725
ACTR8	9.44971	6.383099	6.423693	6.292322	6.567312	9.696741	8.81279	7.50122	11.185496	9.041088	7.890506	9.97279	8.84265	7.176399	6.9262	6.28522	5.75925	7.28347	5.90561	7.57092	8.353508	7.69894	7.273691	6.009265
ACTRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	0.440338	0.274353	0.185677	0.238922	0.176697000743556	0.134971	0.343236000694167	0.307064000509612	0.0940466	0.0607939	0.134295	0.175906	0.0828416	0.205658	0.107781	0.300904	0.0822896	0.144649	0.373674	0.259238	0.174678	0.0833415	0.76114900202425	0.192197
ACVR1	9.124241	5.005738	6.311180433	5.733357	4.497584	6.64929	5.70258600166643	5.297128	4.561013	6.478247	4.567291	6.28303	4.217730166393	5.52956	6.25025	2.409032	3.130888379	3.94162803	3.389782	7.036735	7.978103	4.645009	4.204995	3.967395
ACVR1B	17.7573	22.0562	18.5212	15.354	20.4527	11.984	15.0898	9.63527	13.7649	19.8447	17.145	20.2368	22.6449	22.3932	18.8701	15.9848	17.2576	17.9921	16.5965	17.4207	20.6501	16.5085	17.7255	20.3257
ACVR1C	0.597021	1.39923	1.33308	0.85604	1.47145	0.744084	0.736133	0.562062	0.449779	1.81591	0.848765	0.692684	1.05791	1.51566	0.985179	0.586398	0.568563	2.02127	1.63414	1.45096	1.50118	1.54068	1.19089	1.33812
ACVR2A	8.74548	8.190079	6.4283	6.5256	7.97852	7.71683	10.6498	8.60909	8.40491	14.397	8.95275	9.6481	9.18122	10.077086	8.64654	5.12734	4.214092	7.53641	8.34742	11.6215	10.9297	8.71376	8.710745	6.45788
ACVR2B	0.33289600138462	0.17363200207894	0.301936	0	0.2615060104903	0	0.12251300247277	0.122981	0.144523	0.21225300216888	0.311857	0.3273130120843	0.0845450023079	0.23904000359108	0.12275000244989	0.608847	0.413952	0.0591054	0.753941	0.201289	0.170912	0.1930590039345	0.5506780141231	0.57237000644533
ACVRL1	5.50551	3.61161201022	4.190906	4.690214	3.250385	4.377931	3.16907378	3.921591	5.07511	4.084299	4.575474	4.3023790014837	5.38525000096284	2.01413	4.03346600061117	9.18425	5.587933	4.814852	5.483334	5.048867238277	6.958881135703	5.76098531	4.5303568	6.18297
ACY1	33.3124	50.4953	55.6592	52.7394	70.2149	64.3509	70.8896	42.3656	54.7763	58.9166	85.886	105.899	84.0605	86.0256	66.3748	43.1925	97.5357	58.8259	74.4766	43.8116	46.8717	48.1526	71.1957	67.572
ACYP1	4.15481	14.08262	5.137552	9.10324	7.2038	11.19088	7.314924	10.73221	8.99029	12.613155	18.31284	12.4582	16.81714	11.72278	14.286291	11.75859	8.25275	11.01975	14.59394	6.90528	14.113675	10.16756	16.33205	8.69448
ACYP2	3.364869	1.861374	3.090482	2.039671	5.831259	1.155809	3.320242	2.537195	8.882616	5.230667	5.765677	2.813348	2.337038	11.83	2.35595	5.441737	12.338996	14.236619	7.951985	2.117648	3.625787	8.550942	4.8992	9.294136
ADA	1.59141	3.54152	2.11303	0.990403	3.06346	1.78212	0.527123	3.22725	1.72694	1.01444	4.24884	2.34677	6.06311	2.58996	3.40391	7.27743	1.78266	4.40845	4.50903	1.2506	5.03816	2.27695	2.89584	2.25014
